mouse,condition,weight,length1,width1,height1,length2,width2,height2
2,0,25.4,4.1,3.8,2.9,,,
3,0,23.6,6.7,6.2,4.3,,,
8,0,24.6,11.3,10.3,5.7,,,
10,0,23.6,4.9,4.3,2.4,9.1,7.1,2.3
31,20,26.1,3.7,3.2,1.8,,,
32,20,23.9,3.2,3,1,,,
34,20,23.8,3.1,2.7,1.7,,,
35,20,24,12.4,8.9,5.4,,,
36,20,25.6,3,2.4,1.8,,,
37,20,24,2.1,1.3,0.9,,,
38,20,26.1,4.1,2.8,1.3,,,
39,20,24.6,3.2,2.8,1.4,,,
41,20,26.5,2.2,2.1,1,1.7,1.1,0.7
44,20,23.3,0,0,0,,,
45,20,23.6,0,0,0,,,
48,20,22,4.4,2.8,1.5,,,
