mouse,condition,weight,length1,width1,height1,length2,width2,height2
2,0,25.3,6.4,6.1,4.3,4.7,3.7,2.3
10,0,22.9,13.7,12.1,5.1,,,
31,20,25.7,0,0,0,,,
32,20,24,0,0,0,,,
34,20,23.9,0,0,0,,,
36,20,25.6,0,0,0,,,
37,20,24.2,0,0,0,,,
38,20,25.2,0,0,0,,,
39,20,24.6,0,0,0,,,
41,20,25,0,0,0,,,
44,20,22,0,0,0,,,
45,20,23.8,0,0,0,,,
48,20,21.4,0,0,0,,,
