mouse,condition,weight,length1,width1,height1,length2,width2,height2
2,0,25.7,5.8,5.7,4,,,
10,0,23.6,12.8,11.1,4.5,,,
31,20,24.3,0,0,0,,,
32,20,23.8,0,0,0,,,
34,20,23.2,0,0,0,,,
36,20,25.9,2,1.8,0.8,,,
37,20,23.3,0,0,0,,,
38,20,25.3,0,0,0,,,
39,20,24.4,1.8,1.5,1.1,,,
41,20,25.1,0,0,0,,,
44,20,23.5,0,0,0,,,
45,20,23.6,0,0,0,,,
48,20,21.8,0,0,0,,,
