mouse,condition,weight,length1,width1,height1,length2,width2,height2
2,0,26.1,4.6,4.5,3.5,,,
3,0,24.3,8.4,7.4,5.4,,,
10,0,23.4,5.2,4.6,2.9,9.1,8.2,3.6
31,20,25.5,3.4,2.9,1,,,
32,20,24.3,0,0,0,,,
34,20,24.4,0,0,0,,,
35,20,25,13.1,10,6.1,,,
36,20,26.3,2.5,2.4,1.4,,,
37,20,24.5,0,0,0,,,
38,20,26.5,2.7,2.2,0.7,,,
39,20,25.7,2.4,2,1.4,,,
41,20,25.7,1.8,1.7,0.7,,,
44,20,23.9,0,0,0,,,
45,20,23.6,0,0,0,,,
48,20,21.7,4,2.9,1.1,,,
