mouse,condition,weight,length1,width1,height1,length2,width2,height2
31,20,,0,0,0,,,
32,20,,0,0,0,,,
34,20,,0,0,0,,,
36,20,,0,0,0,,,
37,20,,0,0,0,,,
38,20,,0,0,0,,,
39,20,,0,0,0,,,
41,20,,0,0,0,,,
44,20,,0,0,0,,,
45,20,,0,0,0,,,
48,20,,0,0,0,,,
