mouse,condition,weight,length1,width1,height1,length2,width2,height2
2,0,25.5,4.3,4.3,3.2,,,
3,0,24.3,7.1,6.7,5.2,,,
8,0,,12.3,10.8,6.3,,,
10,0,24.3,5,4.4,2.6,8.4,7.9,3.1
31,20,26.3,3.4,3.3,1.1,,,
32,20,24.1,0,0,0,,,
34,20,24.8,3,2.8,0.8,,,
35,20,24.6,12.7,9.4,5.8,,,
36,20,26.8,2.7,2.5,1.5,,,
37,20,24.5,1.9,1.3,0.7,,,
38,20,27.2,3,2.5,1.1,,,
39,20,24.8,3.4,2.4,1.5,,,
41,20,26.5,1.9,1.6,1.1,,,
44,20,23.9,0,0,0,,,
45,20,24.1,0,0,0,,,
48,20,22.8,4.7,3,1.6,,,
