mouse,condition,weight,length1,width1,height1,length2,width2,height2
2,0,25.7,5,4.9,3.9,,,
10,0,23.6,6,4.9,3.9,10.2,9.7,3.9
31,20,24.3,2.7,2.4,0.7,,,
32,20,23.8,0,0,0,,,
34,20,23.2,0,0,0,,,
36,20,25.9,2.5,2,0.9,,,
37,20,23.3,0,0,0,,,
38,20,25.3,0,0,0,,,
39,20,24.4,2.1,2,1.3,,,
41,20,25.1,0,0,0,,,
44,20,23.5,0,0,0,,,
45,20,23.6,0,0,0,,,
48,20,21.8,2.8,2.1,0.9,,,
