1,0,9450,50,500,0,0
501,0.17362,9375,51,505,0,0
1001,0.33672,9334,51,508,0,0
1501,0.48724,9235,51,511,0,0
2001,0.64751,9189,50,518,0,0
2501,0.82457,9167,52,520,0,0
3001,0.99792,9138,53,514,0,0
3501,1.165,9106,51,512,0,0
4001,1.3306,9078,52,499,0,0
4501,1.5043,9033,51,495,0,0
5001,1.6672,8959,49,501,0,0
5501,1.832,8903,49,511,0,0
6001,1.9981,8894,47,512,0,0
6501,2.1742,8874,45,512,0,0
7001,2.3488,8879,46,520,0,0
7501,2.5173,8837,45,523,0,0
8001,2.6942,8798,49,522,0,0
8501,2.8636,8768,50,523,0,0
9001,3.0427,8715,52,528,0,0
9501,3.2208,8713,50,528,0,0
10001,3.3937,8696,49,528,0,0
10501,3.5667,8671,46,524,0,0
11001,3.7355,8624,47,526,0,0
11501,3.9178,8569,48,522,0,0
12001,4.1016,8505,47,515,0,0
12501,4.2913,8423,47,519,0,0
13001,4.4683,8350,46,525,0,0
13501,4.647,8304,47,516,0,0
14001,4.8323,8262,49,522,0,0
14501,5.004,8229,48,526,0,0
15001,5.196,8202,50,527,0,0
15501,5.387,8164,52,525,0,0
16001,5.5802,8155,54,520,0,0
16501,5.7762,8094,54,523,0,0
17001,5.9594,8047,54,516,0,0
17501,6.1385,7964,54,513,0,0
18001,6.3342,7876,52,505,0,0
18501,6.526,7817,54,494,0,0
19001,6.7109,7783,54,494,0,0
19501,6.9005,7712,52,487,0,0
20001,7.0823,7678,53,490,0,0
20501,7.2889,7692,52,485,0,0
21001,7.4957,7668,55,488,0,0
21501,7.6873,7611,54,494,0,0
22001,7.8815,7611,53,493,0,0
22501,8.0682,7575,55,497,0,0
23001,8.2868,7523,54,506,0,0
23501,8.499,7455,54,504,0,0
24001,8.7002,7418,58,507,0,0
24501,8.8987,7358,60,513,0,0
25001,9.0987,7314,62,517,0,0
25501,9.3028,7274,66,521,0,0
26001,9.5035,7212,63,528,0,0
26501,9.7157,7144,60,529,0,0
27001,9.928,7098,61,514,0,0
27501,10.142,7064,63,510,0,0
28001,10.346,7059,64,512,0,0
28501,10.555,7011,63,515,0,0
29001,10.772,6992,62,519,0,0
29501,10.985,6973,59,511,0,0
30001,11.215,6967,57,499,0,0
30501,11.435,6937,58,490,0,0
31001,11.647,6861,57,489,0,0
31501,11.884,6836,60,487,0,0
32001,12.107,6832,59,484,0,0
32501,12.327,6784,60,475,0,0
33001,12.546,6760,61,478,0,0
33501,12.762,6733,62,478,0,0
34001,12.964,6699,61,475,0,0
34501,13.205,6626,59,476,0,0
35001,13.445,6620,59,480,0,0
35501,13.673,6569,59,477,0,0
36001,13.892,6529,60,476,0,0
36501,14.125,6477,62,476,0,0
37001,14.367,6404,62,473,0,0
37501,14.6,6313,61,473,0,0
38001,14.839,6275,63,481,0,0
38501,15.087,6256,66,483,0,0
39001,15.311,6173,67,491,0,0
39501,15.545,6107,68,486,0,0
40001,15.791,6053,66,484,0,0
40501,16.034,6034,68,479,0,0
41001,16.285,5952,71,484,0,0
41501,16.539,5914,71,482,0,0
42001,16.799,5841,74,486,0,0
42501,17.075,5798,71,480,0,0
43001,17.349,5747,71,485,0,0
43501,17.606,5682,68,495,0,0
44001,17.872,5644,70,495,0,0
44501,18.141,5582,69,500,0,0
45001,18.411,5520,71,500,0,0
45501,18.676,5488,74,501,0,0
46001,18.921,5415,73,497,0,0
46501,19.177,5342,73,496,0,0
47001,19.431,5322,73,498,0,0
47501,19.696,5255,70,502,0,0
48001,19.992,5221,72,492,0,0
48501,20.264,5196,74,487,0,0
49001,20.551,5124,77,484,0,0
49501,20.844,5096,78,485,0,0
50001,21.144,5027,79,499,0,0
50501,21.426,5007,80,500,0,0
51001,21.711,4918,86,489,0,0
51501,22.006,4840,87,484,0,0
52001,22.293,4844,92,487,0,0
52501,22.614,4829,89,483,0,0
53001,22.918,4799,91,485,0,0
53501,23.216,4733,93,493,0,0
54001,23.519,4727,98,490,0,0
54501,23.819,4635,95,487,0,0
55001,24.146,4611,99,487,0,0
55501,24.452,4577,104,488,0,0
56001,24.76,4525,105,483,0,0
56501,25.069,4506,97,484,0,0
57001,25.384,4459,96,482,0,0
57501,25.713,4383,94,474,0,0
58001,26.05,4330,93,484,0,0
58501,26.392,4299,93,487,0,0
59001,26.722,4226,94,481,0,0
59501,27.047,4199,97,481,0,0
60001,27.381,4159,93,481,0,0
60501,27.709,4140,91,492,0,0
61001,28.046,4079,91,483,0,0
61501,28.407,4048,87,492,0,0
62001,28.769,3991,84,486,0,0
