1,0,4725,25,250,0,0
251,0.15955,4717,25,243,0,0
501,0.31457,4699,24,244,0,0
751,0.48378,4666,25,248,0,0
1001,0.64698,4641,26,246,0,0
1251,0.81995,4618,26,249,0,0
1501,0.98023,4618,25,246,0,0
1751,1.1334,4582,24,239,0,0
2001,1.3127,4567,24,244,0,0
2251,1.4858,4555,25,251,0,0
2501,1.6577,4523,27,253,0,0
2751,1.8285,4496,28,253,0,0
3001,1.9883,4494,28,259,0,0
3251,2.1499,4468,28,259,0,0
3501,2.3222,4423,28,260,0,0
3751,2.5041,4400,29,264,0,0
4001,2.6609,4356,29,270,0,0
4251,2.8396,4331,29,271,0,0
4501,3.0261,4301,29,273,0,0
4751,3.2079,4259,29,277,0,0
5001,3.4106,4239,30,276,0,0
5251,3.5931,4205,32,276,0,0
5501,3.7781,4174,31,272,0,0
5751,3.9505,4147,31,275,0,0
6001,4.1372,4133,32,280,0,0
6251,4.305,4104,32,279,0,0
6501,4.4939,4089,32,280,0,0
6751,4.667,4095,32,282,0,0
7001,4.8635,4083,32,286,0,0
7251,5.0396,4033,33,281,0,0
7501,5.2388,3990,33,276,0,0
7751,5.4273,3971,35,277,0,0
8001,5.6268,3957,36,274,0,0
8251,5.815,3940,37,268,0,0
8501,5.9975,3920,37,274,0,0
8751,6.2106,3914,36,273,0,0
9001,6.4168,3928,37,276,0,0
9251,6.6025,3908,37,276,0,0
9501,6.8149,3913,35,273,0,0
9751,7.0149,3885,35,273,0,0
10001,7.1965,3880,36,273,0,0
10251,7.3859,3821,37,271,0,0
10501,7.5838,3769,38,276,0,0
10751,7.8092,3720,38,279,0,0
11001,8.0288,3694,38,285,0,0
11251,8.2546,3664,37,280,0,0
11501,8.4574,3619,39,283,0,0
11751,8.6983,3600,40,289,0,0
12001,8.9265,3609,40,288,0,0
12251,9.1179,3586,41,298,0,0
12501,9.3355,3578,42,301,0,0
12751,9.5514,3544,41,304,0,0
13001,9.7834,3522,37,308,0,0
13251,9.9966,3512,41,312,0,0
13501,10.193,3486,40,313,0,0
13751,10.405,3485,42,308,0,0
14001,10.623,3454,39,304,0,0
14251,10.831,3446,39,308,0,0
14501,11.038,3432,38,313,0,0
