1,0,4725,25,250,0,0
251,0.17098,4721,24,256,0,0
501,0.32292,4689,24,258,0,0
751,0.49545,4680,24,259,0,0
1001,0.64763,4655,22,260,0,0
1251,0.81243,4579,22,260,0,0
1501,0.96747,4557,22,260,0,0
1751,1.1319,4552,21,262,0,0
2001,1.3116,4511,22,260,0,0
2251,1.4704,4489,22,260,0,0
2501,1.6496,4442,22,259,0,0
2751,1.8174,4425,21,261,0,0
3001,1.9972,4368,21,260,0,0
3251,2.1497,4326,19,260,0,0
3501,2.3226,4292,19,260,0,0
3751,2.5038,4273,20,258,0,0
4001,2.6746,4247,20,260,0,0
4251,2.844,4218,19,262,0,0
4501,3.0259,4177,18,264,0,0
4751,3.2237,4132,17,268,0,0
5001,3.394,4113,16,266,0,0
5251,3.5661,4088,16,271,0,0
5501,3.7633,4057,16,278,0,0
5751,3.9344,4063,16,280,0,0
6001,4.1338,4033,17,277,0,0
6251,4.3227,4010,16,279,0,0
6501,4.5147,3981,15,281,0,0
6751,4.7105,3942,13,276,0,0
7001,4.9043,3922,13,280,0,0
7251,5.1118,3910,13,278,0,0
7501,5.31,3897,12,278,0,0
7751,5.4921,3867,12,278,0,0
8001,5.6862,3839,12,276,0,0
8251,5.8998,3830,12,273,0,0
8501,6.0864,3797,11,275,0,0
8751,6.2774,3765,11,273,0,0
9001,6.4955,3725,11,281,0,0
9251,6.692,3681,13,277,0,0
9501,6.8844,3656,13,276,0,0
9751,7.0717,3650,12,277,0,0
10001,7.276,3643,12,272,0,0
10251,7.4775,3623,13,275,0,0
10501,7.6844,3608,13,280,0,0
10751,7.885,3610,12,277,0,0
11001,8.1143,3596,13,270,0,0
11251,8.3251,3579,11,269,0,0
11501,8.5265,3560,10,267,0,0
11751,8.7344,3552,10,269,0,0
12001,8.9368,3548,9,272,0,0
12251,9.1747,3512,10,273,0,0
12501,9.3868,3483,10,270,0,0
12751,9.6007,3445,11,271,0,0
13001,9.847,3429,10,268,0,0
13251,10.054,3401,10,272,0,0
13501,10.273,3393,10,270,0,0
13751,10.521,3353,9,271,0,0
14001,10.749,3307,9,277,0,0
14251,10.978,3276,8,281,0,0
14501,11.207,3255,8,292,0,0
14751,11.426,3230,8,297,0,0
15001,11.653,3194,8,301,0,0
15251,11.88,3188,8,307,0,0
15501,12.118,3150,8,317,0,0
15751,12.35,3150,7,316,0,0
16001,12.578,3130,6,315,0,0
16251,12.805,3105,6,318,0,0
16501,13.049,3049,6,318,0,0
16751,13.285,3024,6,319,0,0
17001,13.529,3001,6,318,0,0
17251,13.779,2972,7,324,0,0
17501,14.03,2953,6,318,0,0
17751,14.259,2928,6,323,0,0
18001,14.475,2919,6,318,0,0
18251,14.74,2923,6,322,0,0
18501,14.977,2923,6,328,0,0
18751,15.233,2908,6,341,0,0
19001,15.494,2893,7,345,0,0
19251,15.754,2878,7,350,0,0
19501,16,2873,7,349,0,0
19751,16.237,2860,7,354,0,0
20001,16.468,2829,7,349,0,0
20251,16.732,2815,7,347,0,0
20501,16.983,2794,6,343,0,0
20751,17.224,2784,6,347,0,0
21001,17.478,2775,6,342,0,0
21251,17.74,2745,6,342,0,0
21501,18.005,2724,7,342,0,0
21751,18.262,2703,8,346,0,0
22001,18.522,2672,8,349,0,0
22251,18.774,2664,8,347,0,0
22501,19.042,2631,8,348,0,0
22751,19.278,2619,9,347,0,0
23001,19.559,2605,9,347,0,0
23251,19.857,2587,9,343,0,0
23501,20.126,2573,10,342,0,0
23751,20.415,2568,11,346,0,0
24001,20.692,2551,12,354,0,0
24251,20.96,2540,10,349,0,0
24501,21.254,2561,9,353,0,0
24751,21.527,2538,10,361,0,0
25001,21.814,2502,8,369,0,0
25251,22.128,2474,9,374,0,0
25501,22.408,2463,9,367,0,0
25751,22.694,2432,8,363,0,0
26001,22.972,2398,8,363,0,0
26251,23.294,2386,8,359,0,0
26501,23.606,2336,7,368,0,0
