1,0,9450,50,500,0,0
501,0.1629,9404,50,497,0,0
1001,0.31258,9370,49,494,0,0
1501,0.47087,9370,48,499,0,0
2001,0.62434,9350,47,502,0,0
2501,0.78331,9306,47,506,0,0
3001,0.94611,9272,46,511,0,0
3501,1.1169,9242,47,502,0,0
4001,1.2994,9205,49,501,0,0
4501,1.4628,9161,49,499,0,0
5001,1.6278,9114,52,497,0,0
5501,1.785,9063,52,500,0,0
6001,1.9495,8989,51,499,0,0
6501,2.12,8923,51,495,0,0
7001,2.2963,8874,48,487,0,0
7501,2.4805,8829,47,493,0,0
8001,2.6626,8764,44,499,0,0
8501,2.8369,8686,43,500,0,0
9001,3.0155,8632,43,508,0,0
9501,3.1897,8588,44,503,0,0
10001,3.3611,8565,43,505,0,0
10501,3.5327,8514,41,500,0,0
11001,3.7082,8449,41,505,0,0
11501,3.8831,8367,45,503,0,0
12001,4.0555,8317,42,496,0,0
12501,4.2418,8305,43,487,0,0
13001,4.4305,8299,45,495,0,0
13501,4.6154,8227,45,495,0,0
14001,4.8053,8178,43,498,0,0
14501,4.9773,8150,41,502,0,0
15001,5.1633,8105,42,508,0,0
15501,5.3551,8056,43,504,0,0
16001,5.5486,7992,42,491,0,0
16501,5.74,7930,44,505,0,0
17001,5.9264,7916,44,515,0,0
17501,6.1172,7905,43,521,0,0
18001,6.308,7844,44,525,0,0
18501,6.5086,7740,45,532,0,0
19001,6.7005,7728,45,528,0,0
19501,6.899,7692,43,530,0,0
20001,7.0912,7617,45,529,0,0
20501,7.2852,7558,43,532,0,0
21001,7.4898,7537,45,541,0,0
21501,7.6864,7487,42,534,0,0
22001,7.8805,7462,46,539,0,0
22501,8.0836,7396,46,541,0,0
23001,8.2981,7369,45,547,0,0
23501,8.4851,7334,47,546,0,0
24001,8.7007,7320,47,542,0,0
24501,8.9027,7233,49,537,0,0
25001,9.1071,7191,50,542,0,0
25501,9.3242,7116,51,542,0,0
26001,9.5326,7082,50,547,0,0
26501,9.7473,7032,49,548,0,0
27001,9.9598,6967,49,547,0,0
27501,10.19,6892,51,552,0,0
28001,10.408,6852,51,556,0,0
28501,10.646,6794,55,552,0,0
29001,10.887,6720,55,556,0,0
29501,11.118,6672,54,547,0,0
30001,11.347,6610,59,544,0,0
30501,11.578,6575,55,551,0,0
31001,11.818,6543,53,553,0,0
31501,12.06,6492,50,547,0,0
32001,12.3,6422,52,545,0,0
32501,12.547,6391,53,539,0,0
33001,12.806,6345,53,553,0,0
33501,13.037,6314,55,562,0,0
34001,13.278,6306,55,574,0,0
34501,13.527,6219,52,576,0,0
35001,13.757,6173,54,574,0,0
35501,14.002,6116,51,574,0,0
36001,14.246,6086,53,580,0,0
36501,14.485,6080,53,580,0,0
37001,14.742,6049,54,594,0,0
37501,14.984,5977,54,596,0,0
38001,15.213,5944,56,595,0,0
38501,15.461,5869,57,591,0,0
39001,15.705,5850,54,589,0,0
39501,15.972,5768,55,596,0,0
40001,16.216,5721,53,593,0,0
40501,16.475,5672,51,598,0,0
41001,16.742,5592,52,595,0,0
41501,17.006,5554,55,596,0,0
42001,17.272,5500,52,601,0,0
42501,17.552,5478,54,607,0,0
43001,17.824,5441,54,606,0,0
43501,18.09,5382,58,607,0,0
44001,18.374,5289,58,610,0,0
44501,18.638,5223,56,612,0,0
45001,18.903,5197,57,617,0,0
45501,19.183,5159,59,615,0,0
46001,19.457,5066,58,621,0,0
46501,19.736,4985,59,621,0,0
47001,20.021,4923,59,615,0,0
47501,20.318,4893,60,614,0,0
48001,20.633,4831,60,620,0,0
48501,20.941,4771,60,618,0,0
49001,21.222,4720,58,621,0,0
49501,21.55,4698,59,634,0,0
50001,21.868,4625,58,634,0,0
50501,22.169,4605,63,629,0,0
51001,22.461,4564,61,630,0,0
51501,22.793,4544,62,625,0,0
52001,23.086,4509,60,624,0,0
52501,23.422,4476,57,644,0,0
53001,23.743,4436,58,645,0,0
53501,24.085,4406,56,643,0,0
54001,24.412,4359,54,644,0,0
54501,24.713,4310,56,649,0,0
55001,25.06,4302,56,645,0,0
55501,25.385,4253,59,661,0,0
56001,25.694,4238,58,659,0,0
56501,26.027,4162,63,676,0,0
57001,26.367,4110,60,683,0,0
57501,26.695,4073,59,687,0,0
58001,27.027,4086,58,699,0,0
58501,27.362,4056,58,707,0,0
59001,27.704,4029,61,719,0,0
59501,28.041,3976,60,721,0,0
60001,28.411,3938,62,731,0,0
60501,28.762,3890,62,723,0,0
61001,29.162,3853,63,723,0,0
61501,29.521,3847,65,729,0,0
62001,29.85,3821,63,731,0,0
62501,30.189,3783,62,732,0,0
63001,30.551,3777,64,740,0,0
63501,30.903,3754,62,735,0,0
64001,31.279,3740,62,745,0,0
64501,31.648,3713,64,750,0,0
65001,32.013,3652,62,759,0,0
65501,32.373,3613,62,768,0,0
66001,32.733,3611,63,771,0,0
66501,33.096,3568,63,770,0,0
