Gene	DMSO	osi	EntrezID	Symbol	HumanGene	Control	Treatment	Diff	Rank	RandomIndex	Label	group	rank
NFKBIA	0.195030303030303	-0.231145871899297	4792	NFKBIA	NFKBIA	0.195030303030303	-0.231145871899297	-0.4261761749296	3509	14554		none	1
NFKBIB	0.108682093663912	-0.21350425768234	4793	NFKBIB	NFKBIB	0.108682093663912	-0.21350425768234	-0.322186351346252	5023	12810		none	1
NFKBIE	-0.370787878787879	-0.159570529433543	4794	NFKBIE	NFKBIE	-0.370787878787879	-0.159570529433543	0.211217349354336	15173	4698		none	1
TONSL	-0.196848484848485	0.384857460199926	4796	TONSL	TONSL	-0.196848484848485	0.384857460199926	0.581705945048411	18309	10405		none	1
NFRKB	-0.172253443526171	-0.119872269529804	4798	NFRKB	NFRKB	-0.172253443526171	-0.119872269529804	0.052381173996367	12395	18857		none	1
NFX1	-0.140088154269972	-0.792863754165124	4799	NFX1	NFX1	-0.140088154269972	-0.792863754165124	-0.652775599895152	1458	4205		none	1
NFYA	-0.362876033057851	-0.186810440577564	4800	NFYA	NFYA	-0.362876033057851	-0.186810440577564	0.176065592480287	14641	13894		none	1
NFYB	-0.050838567493113	0.216271751203258	4801	NFYB	NFYB	-0.050838567493113	0.216271751203258	0.267110318696371	15938	17958		none	1
NFYC	-0.563548209366391	-0.60132358385783	4802	NFYC	NFYC	-0.563548209366391	-0.60132358385783	-0.0377753744914392	10565	16679		none	1
NGF	-0.0495217630853995	-0.240568308034061	4803	NGF	NGF	-0.0495217630853995	-0.240568308034061	-0.191046544948662	7401	9361		none	1
NGFR	-0.184198347107438	-0.436616068122917	4804	NGFR	NGFR	-0.184198347107438	-0.436616068122917	-0.252417721015479	6272	14111		none	1
NHLH1	-0.270743801652893	-0.705803406145872	4807	NHLH1	NHLH1	-0.270743801652893	-0.705803406145872	-0.435059604492979	3391	13234		none	1
NHLH2	0.0111471074380165	0.0368271010736764	4808	NHLH2	NHLH2	0.0111471074380165	0.0368271010736764	0.0256799936356599	11850	7568		none	1
NHP2L1	-0.59631955922865	-0.581451314328027	4809	NHP2L1	NHP2L1	-0.59631955922865	-0.581451314328027	0.0148682449006234	11646	16081		none	1
NHS	-0.0262269972451791	-0.183034061458719	4810	NHS	NHS	-0.0262269972451791	-0.183034061458719	-0.15680706421354	8080	12338		none	1
NID1	-0.124550964187328	0.571242132543502	4811	NID1	NID1	-0.124550964187328	0.571242132543502	0.69579309673083	18620	15494		none	1
NINJ1	-0.361443526170799	-0.148102554609404	4814	NINJ1	NINJ1	-0.361443526170799	-0.148102554609404	0.213340971561395	15206	10467		none	1
NINJ2	-0.422732782369146	0.14605701592003	4815	NINJ2	NINJ2	-0.422732782369146	0.14605701592003	0.568789798289176	18261	5800		none	1
NIT1	-0.116980716253444	-0.308894853757867	4817	NIT1	NIT1	-0.116980716253444	-0.308894853757867	-0.191914137504424	7389	8374		none	1
NKG7	-0.212121212121212	-0.0169770455386894	4818	NKG7	NKG7	-0.212121212121212	-0.0169770455386894	0.195144166582523	14915	8482		none	1
NKTR	-0.557068870523416	-0.516484635320252	4820	NKTR	NKTR	-0.557068870523416	-0.516484635320252	0.0405842352031642	12145	11401		none	1
NKX2-2	-0.182027548209366	0.153609774157719	4821	NKX2-2	NKX2-2	-0.182027548209366	0.153609774157719	0.335637322367086	16747	12968		none	1
NKX3-1	0.0204044077134986	-0.318048870788597	4824	NKX3-1	NKX3-1	0.0204044077134986	-0.318048870788597	-0.338453278502095	4763	2789		none	1
NKX6-1	0.107623140495868	-0.216003332099223	4825	NKX6-1	NKX6-1	0.107623140495868	-0.216003332099223	-0.32362647259509	5004	5536		none	1
NNAT	-0.0633928374655647	-0.147676786375417	4826	NNAT	NNAT	-0.0633928374655647	-0.147676786375417	-0.0842839489098518	9597	826		none	1
NMB	-0.239305785123967	-0.496760459089226	4828	NMB	NMB	-0.239305785123967	-0.496760459089226	-0.257454673965259	6192	18642		none	1
NMBR	-0.0903988980716253	-0.283617178822658	4829	NMBR	NMBR	-0.0903988980716253	-0.283617178822658	-0.193218280751033	7361	13311		none	1
NME1	-0.157278236914601	0.153017400962606	4830	NME1	NME1	-0.157278236914601	0.153017400962606	0.310295637877207	16469	1778		none	1
NME2	-0.228804407713499	-0.25241577193632	4831	NME2	NME2	-0.228804407713499	-0.25241577193632	-0.0236113642228213	10859	11480		none	1
NME3	0.0499955922865014	-0.422741577193632	4832	NME3	NME3	0.0499955922865014	-0.422741577193632	-0.472737169480133	2929	15712		none	1
NME4	-0.323900826446281	-0.664263235838578	4833	NME4	NME4	-0.323900826446281	-0.664263235838578	-0.340362409392297	4721	9923		none	1
NQO2	-0.0208462809917355	0.00995001851166235	4835	NQO2	NQO2	-0.0208462809917355	0.00995001851166235	0.0307962995033979	11944	18220		none	1
NMT1	-0.792297520661157	-1.06821547574972	4836	NMT1	NMT1	-0.792297520661157	-1.06821547574972	-0.275917955088565	5846	17152		none	1
NNMT	-0.105029201101928	0.230960755275824	4837	NNMT	NNMT	-0.105029201101928	0.230960755275824	0.335989956377752	16750	5267		none	1
NODAL	-0.602468319559229	-0.866447611995557	4838	NODAL	NODAL	-0.602468319559229	-0.866447611995557	-0.263979292436329	6056	9168		none	1
NOP2	-1.3235261707989	-0.776999259533506	4839	NOP2	NOP2	-1.3235261707989	-0.776999259533506	0.546526911265392	18168	1877		none	1
NONO	-0.637851239669421	-0.658626434653832	4841	NONO	NONO	-0.637851239669421	-0.658626434653832	-0.0207751949844104	10905	15493		none	1
NOS1	-0.181399449035813	-0.105201777119585	4842	NOS1	NOS1	-0.181399449035813	-0.105201777119585	0.0761976719162273	12843	4569		none	1
NOS2	-0.469818181818182	-0.525573861532766	4843	NOS2	NOS2	-0.469818181818182	-0.525573861532766	-0.0557556797145837	10181	17133		none	1
NOS3	-0.0136815426997245	-0.244326175490559	4846	NOS3	NOS3	-0.0136815426997245	-0.244326175490559	-0.230644632790834	6655	6413		none	1
CNOT2	-0.628892561983471	-0.937523139577934	4848	CNOT2	CNOT2	-0.628892561983471	-0.937523139577934	-0.308630577594463	5272	16352		none	1
CNOT3	-1.41586776859504	-1.83404294705665	4849	CNOT3	CNOT3	-1.41586776859504	-1.83404294705665	-0.418175178461604	3616	141		none	1
NOTCH1	-0.246600550964187	-0.234561273602369	4851	NOTCH1	NOTCH1	-0.246600550964187	-0.234561273602369	0.0120392773618178	11574	4673		none	1
NPY	-0.328110192837466	-1.01647537948908	4852	NPY	NPY	-0.328110192837466	-1.01647537948908	-0.688365186651613	1239	5994		none	1
NOTCH2	-0.643217630853995	-0.676194002221399	4853	NOTCH2	NOTCH2	-0.643217630853995	-0.676194002221399	-0.0329763713674049	10656	11606		none	1
NOTCH3	-0.292044077134986	0.099305812661977	4854	NOTCH3	NOTCH3	-0.292044077134986	0.099305812661977	0.391349889796963	17256	4091		none	1
NOTCH4	0.439746556473829	0.252101073676416	4855	NOTCH4	NOTCH4	0.439746556473829	0.252101073676416	-0.187645482797413	7469	16549		none	1
NOV	-0.0376473829201102	-0.300823768974454	5361	NOV	NOV	-0.0376473829201102	-0.300823768974454	-0.263176386054344	6077	817		none	1
NOVA1	-0.389366391184573	-0.436181044057756	4857	NOVA1	NOVA1	-0.389366391184573	-0.436181044057756	-0.0468146528731834	10355	5953		none	1
NOVA2	-0.238942148760331	-0.291993706034802	4858	NOVA2	NOVA2	-0.238942148760331	-0.291993706034802	-0.0530515572744713	10236	5244		none	1
PNP	-0.0319768595041322	-0.522241762310255	4860	PNP	PNP	-0.0319768595041322	-0.522241762310255	-0.490264902806123	2732	1226		none	1
NPAS1	-0.260088154269972	-0.401369863013699	4861	NPAS1	NPAS1	-0.260088154269972	-0.401369863013699	-0.141281708743726	8381	4725		none	1
NPAS2	-0.177322314049587	0.293789337282488	4862	NPAS2	NPAS2	-0.177322314049587	0.293789337282488	0.471111651332075	17787	11723		none	1
NPAT	-0.566490358126722	-0.394622362088116	4863	NPAT	NPAT	-0.566490358126722	-0.394622362088116	0.171867996038606	14574	16811		none	1
NPC1	0.0997873278236915	-0.425249907441688	4864	NPC1	NPC1	0.0997873278236915	-0.425249907441688	-0.52503723526538	2378	3183		none	1
NPHP1	0.0571206611570248	-0.321529063309885	4867	NPHP1	NPHP1	0.0571206611570248	-0.321529063309885	-0.37864972446691	4120	5592		none	1
NPHS1	-0.397818181818182	-0.279794520547945	4868	NPHS1	NPHS1	-0.397818181818182	-0.279794520547945	0.118023661270237	13643	9025		none	1
NPPA	-0.128650137741047	-0.174416882636061	4878	NPPA	NPPA	-0.128650137741047	-0.174416882636061	-0.0457667448950139	10379	8395		none	1
NPPB	-0.218754820936639	-0.426925212884117	4879	NPPB	NPPB	-0.218754820936639	-0.426925212884117	-0.208170391947478	7076	5649		none	1
NPPC	-0.0760286501377411	0.390605331358756	4880	NPPC	NPPC	-0.0760286501377411	0.390605331358756	0.466633981496497	17765	12686		none	1
NPR1	-0.244462809917355	-0.312976675305442	4881	NPR1	NPR1	-0.244462809917355	-0.312976675305442	-0.0685138653880871	9908	13849		none	1
NPR2	-0.231691460055096	-0.394002221399482	4882	NPR2	NPR2	-0.231691460055096	-0.394002221399482	-0.162310761344385	7957	15836		none	1
NPR3	-0.213300275482094	-0.442382450944095	4883	NPR3	NPR3	-0.213300275482094	-0.442382450944095	-0.229082175462001	6682	1841		none	1
NPTX1	-0.0173322314049587	-0.281044057756387	4884	NPTX1	NPTX1	-0.0173322314049587	-0.281044057756387	-0.263711826351428	6064	9506		none	1
NPTX2	0.17568044077135	-0.426332839689004	4885	NPTX2	NPTX2	0.17568044077135	-0.426332839689004	-0.602013280460354	1778	10269		none	1
NPY1R	-0.0834754820936639	-0.0899120696038504	4886	NPY1R	NPY1R	-0.0834754820936639	-0.0899120696038504	-0.00643658751018651	11196	13244		none	1
NPY2R	0.180617079889807	0.181025546094039	4887	NPY2R	NPY2R	0.180617079889807	0.181025546094039	0.000408466204232072	11332	160		none	1
NPY5R	-0.192011019283747	-0.729637171417993	4889	NPY5R	NPY5R	-0.192011019283747	-0.729637171417993	-0.537626152134247	2274	16957		none	1
SLC11A2	-0.407228650137741	-1.12504627915587	4891	SLC11A2	SLC11A2	-0.407228650137741	-1.12504627915587	-0.717817629018127	1092	13825		none	1
NRAP	-0.322060606060606	-0.416345797852647	4892	NRAP	NRAP	-0.322060606060606	-0.416345797852647	-0.0942851917920411	9378	8598		none	1
NRAS	0.0785730027548209	-0.600046279155868	4893	NRAS	NRAS	0.0785730027548209	-0.600046279155868	-0.678619281910689	1293	13725		none	1
NRCAM	-0.435867768595041	-0.538791188448723	4897	NRCAM	NRCAM	-0.435867768595041	-0.538791188448723	-0.102923419853681	9190	4206		none	1
NRD1	-0.644903581267218	-0.549564975934839	4898	NRD1	NRD1	-0.644903581267218	-0.549564975934839	0.0953386053323788	13227	13187		none	1
NRF1	-0.845586776859504	-1.14411329137357	4899	NRF1	NRF1	-0.845586776859504	-1.14411329137357	-0.298526514514061	5449	11136		none	1
NRGN	0.0234214876033058	-0.149120696038504	4900	NRGN	NRGN	0.0234214876033058	-0.149120696038504	-0.17254218364181	7754	13949		none	1
NRL	-0.0798027548209366	-0.132275083302481	4901	NRL	NRL	-0.0798027548209366	-0.132275083302481	-0.0524723284815439	10246	4553		none	1
NRTN	-0.356550964187328	-0.148898556090337	4902	NRTN	NRTN	-0.356550964187328	-0.148898556090337	0.207652408096991	15113	6695		none	1
NSF	-0.995625344352617	-0.354266938171048	4905	NSF	NSF	-0.995625344352617	-0.354266938171048	0.641358406181569	18504	8004		none	1
NT5E	-0.423570247933884	-0.65122176971492	4907	NT5E	NT5E	-0.423570247933884	-0.65122176971492	-0.227651521781036	6711	373		none	1
NTF3	-0.173057851239669	-0.270501666049611	4908	NTF3	NTF3	-0.173057851239669	-0.270501666049611	-0.0974438148099418	9308	2442		none	1
NTHL1	0.137079889807163	-0.517067752684191	4913	NTHL1	NTHL1	0.137079889807163	-0.517067752684191	-0.654147642491354	1448	5139		none	1
NTRK1	-0.16364738292011	-0.348889300259163	4914	NTRK1	NTRK1	-0.16364738292011	-0.348889300259163	-0.185241917339053	7511	809		none	1
NTRK2	-0.261487603305785	-0.478461680858941	4915	NTRK2	NTRK2	-0.261487603305785	-0.478461680858941	-0.216974077553156	6910	5118		none	1
NTRK3	0.253763085399449	-0.331636430951499	4916	NTRK3	NTRK3	0.253763085399449	-0.331636430951499	-0.585399516350948	1881	6131		none	1
NTN3	-0.0475845730027548	-0.455451684561274	4917	NTN3	NTN3	-0.0475845730027548	-0.455451684561274	-0.407867111558519	3747	18186		none	1
DDR2	-0.241002754820937	0.145353572750833	4921	DDR2	DDR2	-0.241002754820937	0.145353572750833	0.38635632757177	17211	4254		none	1
NTS	0.382887052341598	0.0138467234357645	4922	NTS	NTS	0.382887052341598	0.0138467234357645	-0.369040328905833	4274	12061		none	1
NTSR1	-0.244176308539945	0.0383098852276934	4923	NTSR1	NTSR1	-0.244176308539945	0.0383098852276934	0.282486193767638	16126	11634		none	1
NUCB1	-0.235305785123967	0.0617604590892262	4924	NUCB1	NUCB1	-0.235305785123967	0.0617604590892262	0.297066244213193	16304	12311		none	1
NUCB2	-0.174710743801653	0.150851536467975	4925	NUCB2	NUCB2	-0.174710743801653	0.150851536467975	0.325562280269628	16638	9248		none	1
NUMA1	-0.152495867768595	-0.33779155868197	4926	NUMA1	NUMA1	-0.152495867768595	-0.33779155868197	-0.185295690913375	7509	17416		none	1
NUP88	-0.689068870523416	-1.14540910773787	4927	NUP88	NUP88	-0.689068870523416	-1.14540910773787	-0.456340237214459	3129	12313		none	1
NUP98	-0.988694214876033	-1.53341355053684	4928	NUP98	NUP98	-0.988694214876033	-1.53341355053684	-0.544719335660805	2221	1960		none	1
NR4A2	-0.0559735537190083	-0.279257682339874	4929	NR4A2	NR4A2	-0.0559735537190083	-0.279257682339874	-0.223284128620866	6787	8438		none	1
NVL	-0.606490358126722	-0.472352832284339	4931	NVL	NVL	-0.606490358126722	-0.472352832284339	0.134137525842383	13939	14102		none	1
GPR143	0.125906336088154	0.24918548685672	4935	GPR143	GPR143	0.125906336088154	0.24918548685672	0.123279150768565	13728	9538		none	1
OAS1	-0.163724517906336	-0.108580155497964	4938	OAS1	OAS1	-0.163724517906336	-0.108580155497964	0.0551443624083724	12451	5496		none	1
OAS2	-0.21798347107438	-0.485005553498704	4939	OAS2	OAS2	-0.21798347107438	-0.485005553498704	-0.267022082424324	6008	12419		none	1
OAS3	-0.0640341597796143	-0.434635320251759	4940	OAS3	OAS3	-0.0640341597796143	-0.434635320251759	-0.370601160472144	4248	12250		none	1
OAT	-0.197267217630854	-0.574518696778971	4942	OAT	OAT	-0.197267217630854	-0.574518696778971	-0.377251479148117	4143	10791		none	1
TBC1D25	0.0410732782369146	0.153452425027767	4943	TBC1D25	TBC1D25	0.0410732782369146	0.153452425027767	0.112379146790853	13535	2881		none	1
OAZ1	-0.217168044077135	-0.318113661606812	4946	OAZ1	OAZ1	-0.217168044077135	-0.318113661606812	-0.100945617529677	9234	15942		none	1
OAZ2	0.00823493112947658	-0.0427119585338763	4947	OAZ2	OAZ2	0.00823493112947658	-0.0427119585338763	-0.0509468896633529	10274	6575		none	1
OCA2	-0.311195592286501	-0.429924102184376	4948	OCA2	OCA2	-0.311195592286501	-0.429924102184376	-0.118728509897875	8858	15339		none	1
OCM2	0.102895867768595	0.175296186597556	4951	OCM2	OCM2	0.102895867768595	0.175296186597556	0.0724003188289614	12763	9722		none	1
OCRL	-0.271889807162534	-0.772149203998519	4952	OCRL	OCRL	-0.271889807162534	-0.772149203998519	-0.500259396835985	2621	2148		none	1
ODC1	0.115415977961433	-0.189309514994446	4953	ODC1	ODC1	0.115415977961433	-0.189309514994446	-0.304725492955879	5332	10120		none	1
ODF1	-0.266953168044077	-0.109940762680489	4956	ODF1	ODF1	-0.266953168044077	-0.109940762680489	0.157012405363588	14328	17990		none	1
ODF2	-0.0627206611570248	-0.493752313957793	4957	ODF2	ODF2	-0.0627206611570248	-0.493752313957793	-0.431031652800769	3451	5058		none	1
OMD	-0.0944947658402204	-0.611782673084043	4958	OMD	OMD	-0.0944947658402204	-0.611782673084043	-0.517287907243822	2456	2355		none	1
OGDH	-0.475922865013774	-0.287958163643095	4967	OGDH	OGDH	-0.475922865013774	-0.287958163643095	0.187964701370679	14805	5912		none	1
OGG1	-0.619393939393939	-0.193178452425028	4968	OGG1	OGG1	-0.619393939393939	-0.193178452425028	0.426215486968912	17540	4908		none	1
OGN	-0.116088154269972	0.200388744909293	4969	OGN	OGN	-0.116088154269972	0.200388744909293	0.316476899179265	16542	5677		none	1
OLR1	-0.156870523415978	-0.168548685671973	4973	OLR1	OLR1	-0.156870523415978	-0.168548685671973	-0.0116781622559954	11093	11273		none	1
OMG	-0.131283746556474	-0.427443539429841	4974	OMG	OMG	-0.131283746556474	-0.427443539429841	-0.296159792873367	5496	17141		none	1
OMP	-0.0653079889807163	-0.00601277304701962	4975	OMP	OMP	-0.0653079889807163	-0.00601277304701962	0.0592952159336966	12523	7854		none	1
OPA1	-0.776132231404959	-0.909987041836357	4976	OPA1	OPA1	-0.776132231404959	-0.909987041836357	-0.133854810431398	8535	599		none	1
OPCML	-0.118413223140496	-0.0758543132173269	4978	OPCML	OPCML	-0.118413223140496	-0.0758543132173269	0.042558909923169	12184	5981		none	1
TNFRSF11B	-0.0432771349862259	0.0188448722695298	4982	TNFRSF11B	TNFRSF11B	-0.0432771349862259	0.0188448722695298	0.0621220072557557	12577	9513		none	1
OPHN1	0.132969696969697	0.0699842650870048	4983	OPHN1	OPHN1	0.132969696969697	0.0699842650870048	-0.0629854318826921	10030	4067		none	1
OPRD1	-0.160947658402204	-0.227628656053314	4985	OPRD1	OPRD1	-0.160947658402204	-0.227628656053314	-0.0666809976511097	9951	6365		none	1
OPRK1	-0.25996694214876	-0.041874305812662	4986	OPRK1	OPRK1	-0.25996694214876	-0.041874305812662	0.218092636336098	15274	5292		none	1
OPRL1	-0.25363085399449	0.435857089966679	4987	OPRL1	OPRL1	-0.25363085399449	0.435857089966679	0.689487943961169	18605	9993		none	1
OPRM1	0.0253421487603306	-0.491965938541281	4988	OPRM1	OPRM1	0.0253421487603306	-0.491965938541281	-0.517308087301612	2455	16902		none	1
SIX6	-0.54131129476584	-0.755775638652351	4990	SIX6	SIX6	-0.54131129476584	-0.755775638652351	-0.214464343886511	6964	18254		none	1
OR1D2	-0.160121212121212	0.00306423546834506	4991	OR1D2	OR1D2	-0.160121212121212	0.00306423546834506	0.163185447589557	14448	16950		none	1
OR1F1	-0.0471757575757576	-0.0034707515734913	4992	OR1F1	OR1F1	-0.0471757575757576	-0.0034707515734913	0.0437050060022663	12202	8653		none	1
OR2C1	-0.235625344352617	-0.479951869677897	4993	OR2C1	OR2C1	-0.235625344352617	-0.479951869677897	-0.24432652532528	6404	3518		none	1
OR3A1	-0.257873278236915	-0.246778970751574	4994	OR3A1	OR3A1	-0.257873278236915	-0.246778970751574	0.0110943074853411	11555	4745		none	1
OR3A2	0.0699250688705234	-0.0105331358756016	4995	OR3A2	OR3A2	0.0699250688705234	-0.0105331358756016	-0.0804582047461251	9678	9891		none	1
ORC1	-0.968187327823692	-1.21778970751573	4998	ORC1	ORC1	-0.968187327823692	-1.21778970751573	-0.249602379692043	6320	9227		none	1
ORC2	-0.358170798898072	-0.333793039614957	4999	ORC2	ORC2	-0.358170798898072	-0.333793039614957	0.0243777592831142	11821	4437		none	1
ORC4	-0.870666666666667	-1.43048870788597	5000	ORC4	ORC4	-0.870666666666667	-1.43048870788597	-0.559822041219302	2081	17205		none	1
ORC5	-0.677388429752066	-0.954091077378749	5001	ORC5	ORC5	-0.677388429752066	-0.954091077378749	-0.276702647626682	5830	2485		none	1
SLC22A18	-0.0728462809917355	-0.301351351351351	5002	SLC22A18	SLC22A18	-0.0728462809917355	-0.301351351351351	-0.228505070359616	6697	4269		none	1
SLC22A18AS	-0.0919228650137741	-0.16503146982599	5003	SLC22A18AS	SLC22A18AS	-0.0919228650137741	-0.16503146982599	-0.0731086048122162	9819	14506		none	1
ORM1	0.0788154269972452	0.352369492780452	5004	ORM1	ORM1	0.0788154269972452	0.352369492780452	0.273554065783206	16018	8967		none	1
ORM2	-0.516694214876033	-0.817077008515365	5005	ORM2	ORM2	-0.516694214876033	-0.817077008515365	-0.300382793639332	5409	1794		none	1
OSBP	-1.35393939393939	-0.779924102184376	5007	OSBP	OSBP	-1.35393939393939	-0.779924102184376	0.574015291755018	18280	13804		none	1
OSM	-0.319779614325069	-0.212856349500185	5008	OSM	OSM	-0.319779614325069	-0.212856349500185	0.106923264824884	13425	15431		none	1
OTC	0.0443537190082645	-0.155683080340615	5009	OTC	OTC	0.0443537190082645	-0.155683080340615	-0.200036799348879	7230	15876		none	1
CLDN11	-0.291074380165289	0.154378008145131	5010	CLDN11	CLDN11	-0.291074380165289	0.154378008145131	0.445452388310421	17660	5238		none	1
OTX1	-0.387559228650138	-0.456090336912255	5013	OTX1	OTX1	-0.387559228650138	-0.456090336912255	-0.0685311082621169	9906	1390		none	1
OTX2	-0.0255438016528926	0.206016290262866	5015	OTX2	OTX2	-0.0255438016528926	0.206016290262866	0.231560091915758	15465	5781		none	1
OVGP1	-0.145685950413223	-0.634154017030729	5016	OVGP1	OVGP1	-0.145685950413223	-0.634154017030729	-0.488468066617506	2745	5541		none	1
OVOL1	-0.0965939393939394	-0.199583487597186	5017	OVOL1	OVOL1	-0.0965939393939394	-0.199583487597186	-0.102989548203247	9187	3336		none	1
OXA1L	-1.19504132231405	-0.79585338763421	5018	OXA1L	OXA1L	-1.19504132231405	-0.79585338763421	0.39918793467984	17323	2375		none	1
OXCT1	0.147592286501377	-0.561791928915217	5019	OXCT1	OXCT1	0.147592286501377	-0.561791928915217	-0.709384215416594	1130	9385		none	1
OXT	-0.251415977961433	0.142669381710478	5020	OXT	OXT	-0.251415977961433	0.142669381710478	0.39408535967191	17281	427		none	1
OXTR	-0.144110192837466	-0.229896334690855	5021	OXTR	OXTR	-0.144110192837466	-0.229896334690855	-0.0857861418533896	9563	12019		none	1
P2RX3	-0.266005509641873	-0.503146982599037	5024	P2RX3	P2RX3	-0.266005509641873	-0.503146982599037	-0.237141472957164	6543	6461		none	1
P2RX4	-0.0309421487603306	-0.561865975564606	5025	P2RX4	P2RX4	-0.0309421487603306	-0.561865975564606	-0.530923826804275	2328	7102		none	1
P2RX5	-0.269079889807163	-0.829479822288042	5026	P2RX5	P2RX5	-0.269079889807163	-0.829479822288042	-0.560399932480879	2076	8513		none	1
P2RX7	-0.090700826446281	-0.0618493150684932	5027	P2RX7	P2RX7	-0.090700826446281	-0.0618493150684932	0.0288515113777878	11913	10076		none	1
P2RY2	-0.057465564738292	-0.509191040355424	5029	P2RY2	P2RY2	-0.057465564738292	-0.509191040355424	-0.451725475617132	3180	3553		none	1
P2RY4	-0.0224099173553719	-0.683283968900407	5030	P2RY4	P2RY4	-0.0224099173553719	-0.683283968900407	-0.660874051545035	1398	1814		none	1
P2RY6	-0.531338842975207	-0.690392447241762	5031	P2RY6	P2RY6	-0.531338842975207	-0.690392447241762	-0.159053604266556	8027	17744		none	1
P2RY11	-0.0299988980716253	-0.604998148833765	5032	P2RY11	P2RY11	-0.0299988980716253	-0.604998148833765	-0.57499925076214	1946	2012		none	1
P4HA1	-0.255338842975207	-0.157256571640133	5033	P4HA1	P4HA1	-0.255338842975207	-0.157256571640133	0.0980822713350734	13278	728		none	1
PA2G4	-0.676044077134986	-0.395251758607923	5036	PA2G4	PA2G4	-0.676044077134986	-0.395251758607923	0.280792318527063	16106	3499		none	1
PEBP1	0.559228650137741	0.107228804146612	5037	PEBP1	PEBP1	0.559228650137741	0.107228804146612	-0.451999845991129	3176	12273		none	1
PABPC3	-0.218512396694215	-0.236134764901888	5042	PABPC3	PABPC3	-0.218512396694215	-0.236134764901888	-0.0176223682076733	10978	17778		none	1
PCSK6	-0.0221873278236915	-0.0374120696038504	5046	PCSK6	PCSK6	-0.0221873278236915	-0.0374120696038504	-0.015224741780159	11024	995		none	1
PAEP	0.104346005509642	0.628961495742318	5047	PAEP	PAEP	0.104346005509642	0.628961495742318	0.524615490232676	18068	13332		none	1
PAFAH1B1	-0.995426997245179	-1.3700481303221	5048	PAFAH1B1	PAFAH1B1	-0.995426997245179	-1.3700481303221	-0.374621133076924	4185	13836		none	1
PAFAH1B2	-0.282005509641873	-0.86925212884117	5049	PAFAH1B2	PAFAH1B2	-0.282005509641873	-0.86925212884117	-0.587246619199297	1872	654		none	1
PAFAH1B3	0.0558732782369146	0.120816364309515	5050	PAFAH1B3	PAFAH1B3	0.0558732782369146	0.120816364309515	0.0649430860726004	12636	1183		none	1
PAFAH2	-0.0524506887052342	0.234848204368752	5051	PAFAH2	PAFAH2	-0.0524506887052342	0.234848204368752	0.287298893073986	16189	14623		none	1
PRDX1	-0.316815426997245	-0.386838208071085	5052	PRDX1	PRDX1	-0.316815426997245	-0.386838208071085	-0.0700227810738396	9875	13225		none	1
PAH	0.0919735537190083	-0.401277304701962	5053	PAH	PAH	0.0919735537190083	-0.401277304701962	-0.49325085842097	2699	16552		none	1
SERPINE1	-0.650721763085399	-0.130044427989633	5054	SERPINE1	SERPINE1	-0.650721763085399	-0.130044427989633	0.520677335095766	18056	5693		none	1
SERPINB2	-0.450424242424242	-0.736662347278786	5055	SERPINB2	SERPINB2	-0.450424242424242	-0.736662347278786	-0.286238104854543	5663	6056		none	1
PAK1	-0.191625344352617	-0.308135875601629	5058	PAK1	PAK1	-0.191625344352617	-0.308135875601629	-0.116510531249012	8903	5929		none	1
PAK2	-0.632407713498623	-0.50363754165124	5062	PAK2	PAK2	-0.632407713498623	-0.50363754165124	0.128770171847382	13836	14280		none	1
PAK3	-0.289046831955923	-0.309820436875231	5063	PAK3	PAK3	-0.289046831955923	-0.309820436875231	-0.0207736049193086	10906	3232		none	1
PALM	-0.106243526170799	0.0491567937800815	5064	PALM	PALM	-0.106243526170799	0.0491567937800815	0.15540031995088	14300	10555		none	1
PAM	0.179911845730028	0.0883043317289893	5066	PAM	PAM	0.179911845730028	0.0883043317289893	-0.0916075140010383	9431	11438		none	1
CNTN3	-0.318887052341598	-0.113134024435394	5067	CNTN3	CNTN3	-0.318887052341598	-0.113134024435394	0.205753027906204	15082	5341		none	1
REG3A	-0.248363636363636	0.0107747130692336	5068	REG3A	REG3A	-0.248363636363636	0.0107747130692336	0.25913834943287	15842	1359		none	1
PAPPA	-0.228683195592287	0.248407997038134	5069	PAPPA	PAPPA	-0.228683195592287	0.248407997038134	0.477091192630421	17822	10570		none	1
PARK2	-0.0797829201101928	-0.23921695668271	5071	PARK2	PARK2	-0.0797829201101928	-0.23921695668271	-0.159434036572517	8022	3706		none	1
PARN	-0.213994490358127	-0.427165864494632	5073	PARN	PARN	-0.213994490358127	-0.427165864494632	-0.213171374136505	6992	9204		none	1
PAX1	0.173763085399449	0.129433543132173	5075	PAX1	PAX1	0.173763085399449	0.129433543132173	-0.0443295422672758	10412	8056		none	1
PAX2	-0.0860407713498623	-0.699203998519067	5076	PAX2	PAX2	-0.0860407713498623	-0.699203998519067	-0.613163227169205	1681	1928		none	1
PAX3	0.0280650137741047	-0.300425768233987	5077	PAX3	PAX3	0.0280650137741047	-0.300425768233987	-0.328490782008092	4931	5864		none	1
PAX4	-0.411283746556474	0.13466308774528	5078	PAX4	PAX4	-0.411283746556474	0.13466308774528	0.545946834301753	18165	1297		none	1
PAX5	-0.363415977961432	-0.144603850425768	5079	PAX5	PAX5	-0.363415977961432	-0.144603850425768	0.218812127535664	15284	13750		none	1
PAX7	0.0916595041322314	-0.0448713439466864	5081	PAX7	PAX7	0.0916595041322314	-0.0448713439466864	-0.136530848078918	8484	11735		none	1
